Nutrient,Day,Rep,Community,OD,S0
LN,8,2,C8,0.371699989,12
LN,8,3,C8,0.405200005,12
LN,9,1,C8,0.403299987,12
LN,9,2,C8,0.3662,12
LN,9,3,C8,0.385399997,12
LN,10,1,C8,0.4023,12
LN,10,2,C8,0.366600007,12
LN,10,3,C8,0.412999988,12
LN,0,1,C1,0.23,24
LN,0,2,C1,0.23,24
LN,0,3,C1,0.23,24
LN,1,1,C1,0.436800003,24
LN,1,2,C1,0.402099997,24
LN,1,3,C1,0.394400001,24
LN,2,1,C1,0.3153,24
LN,2,2,C1,0.3188,24
LN,2,3,C1,0.3255,24
LN,3,1,C1,0.371899992,24
LN,3,2,C1,0.334899992,24
LN,3,3,C1,0.338800013,24
LN,4,1,C1,0.408699989,24
LN,4,2,C1,0.350300014,24
LN,4,3,C1,0.338,24
LN,5,1,C1,0.381500006,24
LN,5,2,C1,0.325899988,24
LN,5,3,C1,0.320100009,24
LN,6,1,C1,0.41870001,24
LN,6,2,C1,0.333000004,24
LN,6,3,C1,0.422399998,24
LN,7,1,C1,0.395700008,24
LN,7,2,C1,0.358500004,24
LN,7,3,C1,0.347200006,24
LN,8,1,C1,0.412099987,24
LN,8,2,C1,0.422500014,24
LN,8,3,C1,0.433299989,24
LN,9,1,C1,0.416500002,24
LN,9,2,C1,0.343800008,24
LN,9,3,C1,0.353700012,24
LN,10,1,C1,0.407400012,24
LN,10,2,C1,0.371800005,24
LN,10,3,C1,0.398499995,24
LN,0,1,C2,0.280336439,24
LN,0,2,C2,0.206047118,24
LN,0,3,C2,0.239925777,24
LN,1,1,C2,0.326000005,24
LN,1,2,C2,0.320899993,24
LN,1,3,C2,0.323199987,24
LN,2,1,C2,0.316599995,24
LN,2,2,C2,0.325700015,24
LN,2,3,C2,0.328299999,24
LN,3,1,C2,0.321500003,24
LN,3,2,C2,0.326799989,24
LN,3,3,C2,0.326299995,24
LN,4,1,C2,0.331999987,24
LN,4,2,C2,0.318599999,24
LN,4,3,C2,0.339399993,24
LN,5,1,C2,0.326400012,24
LN,5,2,C2,0.321500003,24
LN,5,3,C2,0.341500014,24
LN,6,1,C2,0.314999998,24
LN,6,2,C2,0.316399992,24
LN,6,3,C2,0.323300004,24
LN,7,1,C2,0.335500002,24
LN,7,2,C2,0.327899992,24
LN,7,3,C2,0.340000004,24
LN,8,1,C2,0.335900009,24
LN,8,2,C2,0.324200004,24
LN,8,3,C2,0.336199999,24
LN,9,1,C2,0.337199986,24
LN,9,2,C2,0.335099995,24
LN,9,3,C2,0.345999986,24
LN,10,1,C2,0.335399985,24
LN,10,2,C2,0.332199991,24
LN,10,3,C2,0.341699988,24
LN,0,1,C3,0.252687583,24
LN,0,2,C3,0.241679947,24
LN,0,3,C3,0.265685989,24
LN,1,1,C3,0.349099994,24
LN,1,2,C3,0.379000008,24
LN,1,3,C3,0.369899988,24
LN,2,1,C3,0.404000014,24
LN,2,2,C3,0.414200008,24
LN,2,3,C3,0.419800013,24
LN,3,1,C3,0.37529999,24
LN,3,2,C3,0.373299986,24
LN,3,3,C3,0.380499989,24
LN,4,1,C3,0.421099991,24
LN,4,2,C3,0.369300008,24
LN,4,3,C3,0.387499988,24
LN,5,1,C3,0.429699987,24
LN,5,2,C3,0.384000003,24
LN,5,3,C3,0.396899998,24
LN,6,1,C3,0.399399996,24
LN,6,2,C3,0.381500006,24
LN,6,3,C3,0.391200006,24
LN,7,1,C3,0.416700006,24
LN,7,2,C3,0.404900014,24
LN,7,3,C3,0.378800005,24
LN,8,1,C3,0.41960001,24
LN,8,2,C3,0.385199994,24
LN,8,3,C3,0.398099989,24
LN,9,1,C3,0.416900009,24
LN,9,2,C3,0.421400011,24
LN,9,3,C3,0.413899988,24
LN,10,1,C3,0.393099993,24
LN,10,2,C3,0.394300014,24
LN,10,3,C3,0.426499993,24
LN,0,1,C4,0.262797336,24
LN,0,2,C4,0.229198408,24
LN,0,3,C4,0.243165117,24
LN,1,1,C4,0.1998,24
LN,1,2,C4,0.242599994,24
LN,1,3,C4,0.238299996,24
LN,2,1,C4,0.225700006,24
LN,2,2,C4,0.227300003,24
LN,2,3,C4,0.210600004,24
LN,3,1,C4,0.211700007,24
LN,3,2,C4,0.412,24
LN,3,3,C4,0.212099999,24
LN,4,1,C4,0.300799996,24
LN,4,2,C4,0.218099996,24
LN,4,3,C4,0.351599991,24
LN,5,1,C4,0.308999985,24
LN,5,2,C4,0.331999987,24
LN,5,3,C4,0.28580001,24
LN,6,1,C4,0.264099985,24
LN,6,2,C4,0.242300004,24
LN,6,3,C4,0.296099991,24
LN,7,1,C4,0.340799987,24
LN,7,2,C4,0.317099988,24
LN,7,3,C4,0.320600003,24
LN,8,1,C4,0.292199999,24
LN,8,2,C4,0.334399998,24
LN,8,3,C4,0.344300002,24
LN,9,1,C4,0.324800014,24
LN,9,2,C4,0.340200007,24
LN,9,3,C4,0.328900009,24
LN,10,1,C4,0.33919999,24
LN,10,2,C4,0.317299992,24
LN,10,3,C4,0.33950001,24
LN,0,1,C5,0.201548713,24
LN,0,2,C5,0.298406372,24
LN,0,3,C5,0.216716841,24
LN,1,1,C5,0.331400007,24
LN,1,2,C5,0.363900006,24
LN,1,3,C5,0.335900009,24
LN,2,1,C5,0.372799993,24
LN,2,2,C5,0.336400002,24
LN,2,3,C5,0.389099985,24
LN,3,1,C5,0.344999999,24
LN,3,2,C5,0.349900007,24
LN,3,3,C5,0.350499988,24
LN,4,1,C5,0.347000003,24
LN,4,2,C5,0.390399992,24
LN,4,3,C5,0.349599987,24
LN,5,1,C5,0.419499993,24
LN,5,2,C5,0.361000001,24
LN,5,3,C5,0.381500006,24
LN,6,1,C5,0.395799994,24
LN,6,2,C5,0.380100012,24
LN,6,3,C5,0.352899998,24
LN,7,1,C5,0.40110001,24
LN,7,2,C5,0.359499991,24
LN,7,3,C5,0.385800004,24
LN,8,1,C5,0.382600009,24
LN,8,2,C5,0.359299988,24
LN,8,3,C5,0.380100012,24
LN,9,1,C5,0.379700005,24
LN,9,2,C5,0.400200009,24
LN,9,3,C5,0.4023,24
LN,10,1,C5,0.442000002,24
LN,10,2,C5,0.415800005,24
LN,10,3,C5,0.400700003,24
LN,0,1,C6,0.210621634,24
LN,0,2,C6,0.237240974,24
LN,0,3,C6,0.21981184,24
LN,1,1,C6,0.297699988,24
LN,1,2,C6,0.312900007,24
LN,1,3,C6,0.30430001,24
LN,2,1,C6,0.390899986,24
LN,2,2,C6,0.34830001,24
LN,2,3,C6,0.377099991,24
LN,3,1,C6,0.375499994,24
LN,3,2,C6,0.378399998,24
LN,3,3,C6,0.414200008,24
LN,4,1,C6,0.341500014,24
LN,4,2,C6,0.354400009,24
LN,4,3,C6,0.362800002,24
LN,5,1,C6,0.373299986,24
LN,5,2,C6,0.409000009,24
LN,5,3,C6,0.371800005,24
LN,6,1,C6,0.381000012,24
LN,6,2,C6,0.343300015,24
LN,6,3,C6,0.415100008,24
LN,7,1,C6,0.393299997,24
LN,7,2,C6,0.394800007,24
LN,7,3,C6,0.352200001,24
LN,8,1,C6,0.395900011,24
LN,8,2,C6,0.411199987,24
LN,8,3,C6,0.354600012,24
LN,9,1,C6,0.406100005,24
LN,9,2,C6,0.383300006,24
LN,9,3,C6,0.364800006,24
LN,10,1,C6,0.403200001,24
LN,10,2,C6,0.375499994,24
LN,10,3,C6,0.407999992,24
LN,0,1,C7,0.248968764,24
LN,0,2,C7,0.233949341,24
LN,0,3,C7,0.295163046,24
LN,1,1,C7,0.385199994,24
LN,1,2,C7,0.405200005,24
LN,1,3,C7,0.321200013,24
LN,2,1,C7,0.381799996,24
LN,2,2,C7,0.354999989,24
LN,2,3,C7,0.363599986,24
LN,3,1,C7,0.35800001,24
LN,3,2,C7,0.353899986,24
LN,3,3,C7,0.367300004,24
LN,4,1,C7,0.344300002,24
LN,4,2,C7,0.38319999,24
LN,4,3,C7,0.368400007,24
LN,5,1,C7,0.377700001,24
LN,5,2,C7,0.373899996,24
LN,5,3,C7,0.397399992,24
LN,6,1,C7,0.362300009,24
LN,6,2,C7,0.369500011,24
LN,6,3,C7,0.340600014,24
LN,7,1,C7,0.378399998,24
LN,7,2,C7,0.363099992,24
LN,7,3,C7,0.370900005,24
LN,8,1,C7,0.38530001,24
LN,8,2,C7,0.371399999,24
LN,8,3,C7,0.423299998,24
LN,9,1,C7,0.416500002,24
LN,9,2,C7,0.436100006,24
LN,9,3,C7,0.435900003,24
LN,10,1,C7,0.418300003,24
LN,10,2,C7,0.412499994,24
LN,10,3,C7,0.397500008,24
LN,0,1,C8,0.292033204,24
LN,0,2,C8,0.2052677,24
LN,0,3,C8,0.27378581,24
LN,1,1,C8,0.373400003,24
LN,1,2,C8,0.383599997,24
LN,1,3,C8,0.381300002,24
LN,2,1,C8,0.390199989,24
LN,2,2,C8,0.403299987,24
LN,2,3,C8,0.417499989,24
LN,3,1,C8,0.390300006,24
LN,3,2,C8,0.404300004,24
LN,3,3,C8,0.388099998,24
LN,4,1,C8,0.403299987,24
LN,4,2,C8,0.403200001,24
LN,4,3,C8,0.398099989,24
LN,5,1,C8,0.425700009,24
LN,5,2,C8,0.390500009,24
LN,5,3,C8,0.407499999,24
LN,6,1,C8,0.423799992,24
LN,6,2,C8,0.398600012,24
LN,6,3,C8,0.397199988,24
LN,7,1,C8,0.416500002,24
LN,7,2,C8,0.42930001,24
LN,7,3,C8,0.431199998,24
LN,8,1,C8,0.430500001,24
LN,8,2,C8,0.4014,24
LN,8,3,C8,0.392100006,24
LN,9,1,C8,0.411500007,24
LN,9,2,C8,0.3838,24
LN,9,3,C8,0.396200001,24
LN,10,1,C8,0.402700007,24
LN,10,2,C8,0.383899987,24
LN,10,3,C8,0.441900015,24
LN,0,1,C1,0.226911943,48
LN,0,2,C1,0.242283562,48
LN,0,3,C1,0.25478709,48
LN,1,1,C1,0.328099996,48
LN,1,2,C1,0.325300008,48
LN,1,3,C1,0.342400014,48
LN,2,1,C1,0.404700011,48
LN,2,2,C1,0.405400008,48
LN,2,3,C1,0.40110001,48
LN,3,1,C1,0.396299988,48
LN,3,2,C1,0.411300004,48
LN,3,3,C1,0.416000009,48
LN,4,1,C1,0.416700006,48
LN,4,2,C1,0.414799988,48
LN,4,3,C1,0.414700001,48
LN,5,1,C1,0.399899989,48
LN,5,2,C1,0.359800011,48
LN,5,3,C1,0.399699986,48
LN,6,1,C1,0.404100001,48
LN,6,2,C1,0.41170001,48
LN,6,3,C1,0.406500012,48
LN,7,1,C1,0.401199996,48
LN,7,2,C1,0.404000014,48
LN,7,3,C1,0.412299991,48
LN,8,1,C1,0.410299987,48
LN,8,2,C1,0.423000008,48
LN,8,3,C1,0.416500002,48
LN,9,1,C1,0.414999992,48
LN,9,2,C1,0.397000015,48
LN,9,3,C1,0.410299987,48
LN,10,1,C1,0.402399987,48
LN,10,2,C1,0.410299987,48
LN,10,3,C1,0.427899987,48
LN,0,1,1,0.168065658,2
LN,0,1,2,0.178421182,2
LN,0,1,3,0.101979319,2
LN,0,1,4,0.143752781,2
LN,0,1,5,0.181827482,2
LN,0,1,6,0.141260594,2
LN,0,1,7,0.153068836,2
LN,0,1,8,0.169040308,2
LN,0,1,9,0.162055522,2
LN,0,1,10,0.148004948,2
LN,0,1,11,0.156501682,2
LN,0,1,12,0.141490368,2
LN,0,1,13,0.121200719,2
LN,0,1,14,0.110474174,2
LN,0,1,15,0.144117834,2
LN,0,1,16,0.164786364,2
LN,0,1,17,0.16082135,2
LN,0,1,18,0.194958109,2
LN,0,1,19,0.104322935,2
LN,0,1,20,0.176211457,2
LN,0,1,21,0.167908694,2
LN,0,1,22,0.190211708,2
LN,0,1,23,0.175119348,2
LN,0,1,24,0.123812826,2
LN,0,1,25,0.188170518,2
LN,0,1,26,0.116475988,2
LN,0,1,27,0.18306379,2
LN,0,1,28,0.100987417,2
LN,0,1,29,0.102972688,2
LN,0,1,30,0.137140985,2
LN,1,1,1,0.247600004,2
LN,1,1,2,0.2421,2
LN,1,1,3,0.276300013,2
LN,1,1,4,0.203500003,2
LN,1,1,5,0.201100007,2
LN,1,1,6,0.194100007,2
LN,1,1,7,0.219099998,2
LN,1,1,8,0.181600004,2
LN,1,1,9,0.271299988,2
LN,1,1,10,0.192900002,2
LN,1,1,11,0.268900007,2
LN,1,1,12,0.1611,2
LN,1,1,13,0.26879999,2
LN,1,1,14,0.209099993,2
LN,1,1,15,0.2588,2
LN,1,1,16,0.185499996,2
LN,1,1,17,0.193700001,2
LN,1,1,18,0.246700004,2
LN,1,1,19,0.2377,2
LN,1,1,20,0.114299998,2
LN,1,1,21,0.276800007,2
LN,1,1,22,0.199599996,2
LN,1,1,23,0.2491,2
LN,1,1,24,0.195500001,2
LN,1,1,25,0.232800007,2
LN,1,1,26,0.163299993,2
LN,1,1,27,0.204099998,2
LN,1,1,28,0.149700001,2
LN,1,1,29,0.146799996,2
LN,1,1,30,0.137799993,2
LN,2,1,1,0.255199999,2
LN,2,1,2,0.236100003,2
LN,2,1,3,0.242300004,2
LN,2,1,4,0.228599995,2
LN,2,1,5,0.204500005,2
LN,2,1,6,0.171599999,2
LN,2,1,7,0.209800005,2
LN,2,1,8,0.171900004,2
LN,2,1,9,0.277399987,2
LN,2,1,10,0.180600002,2
LN,2,1,11,0.274500012,2
LN,2,1,12,0.180600002,2
LN,2,1,13,0.232999995,2
LN,2,1,14,0.182899997,2
LN,2,1,15,0.260500014,2
LN,2,1,16,0.170900002,2
LN,2,1,17,0.184499994,2
LN,2,1,18,0.241300002,2
LN,2,1,19,0.246199995,2
LN,2,1,20,0.127700001,2
LN,2,1,21,0.271100014,2
LN,2,1,22,0.176699996,2
LN,2,1,23,0.280099988,2
LN,2,1,24,0.178100005,2
LN,2,1,25,0.227500007,2
LN,2,1,26,0.229699999,2
LN,2,1,27,0.218099996,2
LN,2,1,28,0.134900004,2
LN,2,1,29,0.246900007,2
LN,2,1,30,0.157100007,2
LN,3,1,1,0.236599997,2
LN,3,1,2,0.242200002,2
LN,3,1,3,0.231999993,2
LN,3,1,4,0.237800002,2
LN,3,1,5,0.189099997,2
LN,3,1,6,0.180099994,2
LN,3,1,7,0.198300004,2
LN,3,1,8,0.204400003,2
LN,3,1,9,0.255199999,2
LN,3,1,10,0.187999994,2
LN,3,1,11,0.282099992,2
LN,3,1,12,0.207699999,2
LN,3,1,13,0.228300005,2
LN,3,1,14,0.207000002,2
LN,3,1,15,0.234999999,2
LN,3,1,16,0.184100002,2
LN,3,1,17,0.187199995,2
LN,3,1,18,0.252000004,2
LN,3,1,19,0.203199998,2
LN,3,1,20,0.152400002,2
LN,3,1,21,0.244499996,2
LN,3,1,22,0.206200004,2
LN,3,1,23,0.245700002,2
LN,3,1,24,0.184499994,2
LN,3,1,25,0.231800005,2
LN,3,1,26,0.156800002,2
LN,3,1,27,0.226099998,2
LN,3,1,28,0.153600007,2
LN,3,1,29,0.157499999,2
LN,3,1,30,0.229499996,2
LN,4,1,1,0.253300011,2
LN,4,1,2,0.240600005,2
LN,4,1,3,0.254200011,2
LN,4,1,4,0.240600005,2
LN,4,1,5,0.193000004,2
LN,4,1,6,0.191,2
LN,4,1,7,0.189799994,2
LN,4,1,8,0.181899995,2
LN,4,1,9,0.266200006,2
LN,4,1,10,0.205899999,2
LN,4,1,11,0.260699987,2
LN,4,1,12,0.194999993,2
LN,4,1,13,0.226199999,2
LN,4,1,14,0.234799996,2
LN,4,1,15,0.221499994,2
LN,4,1,16,0.194399998,2
LN,4,1,17,0.195600003,2
LN,4,1,18,0.253699988,2
LN,4,1,19,0.199599996,2
LN,4,1,20,0.144600004,2
LN,4,1,21,0.2456,2
LN,4,1,22,0.200599998,2
LN,4,1,23,0.237599999,2
LN,4,1,24,0.197799996,2
LN,4,1,25,0.221200004,2
LN,4,1,26,0.162799999,2
LN,4,1,27,0.217199996,2
LN,4,1,28,0.155100003,2
LN,4,1,29,0.183400005,2
LN,4,1,30,0.212799996,2
LN,5,1,1,0.256499996,2
LN,5,1,2,0.238433331,2
LN,5,1,3,0.249366671,2
LN,5,1,4,0.240600005,2
LN,5,1,5,0.195666671,2
LN,5,1,6,0.194333335,2
LN,5,1,7,0.188099995,2
LN,5,1,8,0.189066663,2
LN,5,1,9,0.278866669,2
LN,5,1,10,0.206799999,2
LN,5,1,11,0.266966661,2
LN,5,1,12,0.191999997,2
LN,5,1,13,0.227033337,2
LN,5,1,14,0.240899995,2
LN,5,1,15,0.232266669,2
LN,5,1,16,0.199166665,2
LN,5,1,17,0.1954,2
LN,5,1,18,0.264133334,2
LN,5,1,19,0.208099996,2
LN,5,1,20,0.153000002,2
LN,5,1,21,0.253000001,2
LN,5,1,22,0.201833333,2
LN,5,1,23,0.248933335,2
LN,5,1,24,0.202933331,2
LN,5,1,25,0.228499999,2
LN,5,1,26,0.168899998,2
LN,5,1,27,0.220499997,2
LN,5,1,28,0.16126667,2
LN,5,1,29,0.183799997,2
LN,5,1,30,0.204833334,2
LN,6,1,1,0.262479997,2
LN,6,1,2,0.234839997,2
LN,6,1,3,0.248680001,2
LN,6,1,4,0.242400002,2
LN,6,1,5,0.194580004,2
LN,6,1,6,0.193720001,2
LN,6,1,7,0.187919998,2
LN,6,1,8,0.189199999,2
LN,6,1,9,0.275819999,2
LN,6,1,10,0.205999997,2
LN,6,1,11,0.268019998,2
LN,6,1,12,0.1986,2
LN,6,1,13,0.216340002,2
LN,6,1,14,0.230499998,2
LN,6,1,15,0.23734,2
LN,6,1,16,0.198019999,2
LN,6,1,17,0.197659999,2
LN,6,1,18,0.272119999,2
LN,6,1,19,0.205559996,2
LN,6,1,20,0.162840003,2
LN,6,1,21,0.252180001,2
LN,6,1,22,0.203060001,2
LN,6,1,23,0.246400002,2
LN,6,1,24,0.2023,2
LN,6,1,25,0.229579997,2
LN,6,1,26,0.177579999,2
LN,6,1,27,0.22482,2
LN,6,1,28,0.168380001,2
LN,6,1,29,0.1836,2
LN,6,1,30,0.20948,2
LN,7,1,1,0.268766661,2
LN,7,1,2,0.233266662,2
LN,7,1,3,0.2488,2
LN,7,1,4,0.244166667,2
LN,7,1,5,0.19676667,2
LN,7,1,6,0.192266668,2
LN,7,1,7,0.1872,2
LN,7,1,8,0.191666668,2
LN,7,1,9,0.279299994,2
LN,7,1,10,0.204899997,2
LN,7,1,11,0.269833336,2
LN,7,1,12,0.203633338,2
LN,7,1,13,0.204933335,2
LN,7,1,14,0.221866667,2
LN,7,1,15,0.2412,2
LN,7,1,16,0.196266666,2
LN,7,1,17,0.19993333,2
LN,7,1,18,0.280533334,2
LN,7,1,19,0.206899996,2
LN,7,1,20,0.164900005,2
LN,7,1,21,0.255800004,2
LN,7,1,22,0.205000003,2
LN,7,1,23,0.2462,2
LN,7,1,24,0.201666668,2
LN,7,1,25,0.232733329,2
LN,7,1,26,0.1837,2
LN,7,1,27,0.2289,2
LN,7,1,28,0.173733334,2
LN,7,1,29,0.176933333,2
LN,7,1,30,0.207233335,2
LN,8,1,1,0.268700004,2
LN,8,1,2,0.225799993,2
LN,8,1,3,0.248300001,2
LN,8,1,4,0.245900005,2
LN,8,1,5,0.189199999,2
LN,8,1,6,0.197099999,2
LN,8,1,7,0.196600005,2
LN,8,1,8,0.193100005,2
LN,8,1,9,0.27579999,2
LN,8,1,10,0.186399996,2
LN,8,1,11,0.273699999,2
LN,8,1,12,0.193900004,2
LN,8,1,13,0.201000005,2
LN,8,1,14,0.202500001,2
LN,8,1,15,0.247099996,2
LN,8,1,16,0.195999995,2
LN,8,1,17,0.206699997,2
LN,8,1,18,0.279199988,2
LN,8,1,19,0.196999997,2
LN,8,1,20,0.172900006,2
LN,8,1,21,0.2465,2
LN,8,1,22,0.199300006,2
LN,8,1,23,0.242400005,2
LN,8,1,24,0.203600004,2
LN,8,1,25,0.235599995,2
LN,8,1,26,0.184699997,2
LN,8,1,27,0.240700006,2
LN,8,1,28,0.1699,2
LN,8,1,29,0.1954,2
LN,8,1,30,0.222499996,2
LN,0,1,1,0.319499999,1
LN,0,1,2,0.147,1
LN,0,1,3,0.220400006,1
LN,0,1,4,0.257800013,1
LN,0,1,5,0.288899988,1
LN,0,1,6,0.263099998,1
LN,0,1,7,0.229599997,1
LN,0,1,8,0.205699995,1
LN,0,1,9,0.195700005,1
LN,0,1,10,0.248600006,1
LN,0,1,11,0.3125,1
LN,0,1,12,0.292100012,1
LN,0,1,13,0.282499999,1
LN,0,1,14,0.1787,1
LN,0,1,15,0.241699994,1
LN,0,1,16,0.422300011,1
LN,0,1,17,0.231800005,1
LN,0,1,18,0.261000007,1
LN,0,1,19,0.245199993,1
LN,0,1,20,0.264699996,1
LN,0,1,21,0.248300001,1
LN,0,1,22,0.203899994,1
LN,0,1,23,0.1523,1
LN,0,1,24,0.2139,1
LN,0,1,25,0.243249998,1
LN,0,1,26,0.200850003,1
LN,0,1,27,0.260749996,1
LN,0,1,28,0.217300005,1
LN,0,1,29,0.344599992,1
LN,0,1,30,0.218049996,1
LN,0,1,31,0.231449999,1
LN,0,1,32,0.252150007,1
LN,0,1,33,0.214149997,1
LN,0,1,34,0.232699998,1
LN,0,1,35,0.236750007,1
LN,0,1,36,0.242050007,1
LN,0,1,37,0.511749998,1
LN,0,1,38,0.347049996,1
LN,0,1,39,0.414849997,1
LN,0,1,40,0.447200001,1
LN,0,1,41,0.464900017,1
LN,0,1,42,0.455050007,1
LN,0,1,43,0.466199994,1
LN,0,1,44,0.374000013,1
LN,0,1,45,0.345600009,1
LN,0,1,46,0.30645001,1
LN,0,1,47,0.381349996,1
LN,0,1,48,0.364099994,1
LN,1,1,1,0.319499999,1
LN,1,1,2,0.147,1
LN,1,1,3,0.220400006,1
LN,1,1,4,0.257800013,1
LN,1,1,5,0.288899988,1
LN,1,1,6,0.263099998,1
LN,1,1,7,0.229599997,1
LN,1,1,8,0.205699995,1
LN,1,1,9,0.195700005,1
LN,1,1,10,0.248600006,1
LN,1,1,11,0.3125,1
LN,1,1,12,0.292100012,1
LN,1,1,13,0.282499999,1
LN,1,1,14,0.1787,1
LN,1,1,15,0.241699994,1
LN,1,1,16,0.422300011,1
LN,1,1,17,0.231800005,1
LN,1,1,18,0.261000007,1
LN,1,1,19,0.245199993,1
LN,1,1,20,0.264699996,1
LN,1,1,21,0.248300001,1
LN,1,1,22,0.203899994,1
LN,1,1,23,0.1523,1
LN,1,1,24,0.2139,1
LN,1,1,25,0.213699996,1
LN,1,1,26,0.185200006,1
LN,1,1,27,0.231099993,1
LN,1,1,28,0.202000007,1
LN,1,1,29,0.355399996,1
LN,1,1,30,0.187099993,1
LN,1,1,31,0.214100003,1
LN,1,1,32,0.230700001,1
LN,1,1,33,0.198699996,1
LN,1,1,34,0.232500002,1
LN,1,1,35,0.220200002,1
LN,1,1,36,0.229000002,1
LN,1,1,37,0.487199992,1
LN,1,1,38,0.382999986,1
LN,1,1,39,0.436800003,1
LN,1,1,40,0.46360001,1
LN,1,1,41,0.515600026,1
LN,1,1,42,0.4648,1
LN,1,1,43,0.470499992,1
LN,1,1,44,0.405600011,1
LN,1,1,45,0.342000008,1
LN,1,1,46,0.307500005,1
LN,1,1,47,0.437599987,1
LN,1,1,48,0.381999999,1
LN,2,1,1,0.326599985,1
LN,2,1,2,0.217199996,1
LN,2,1,3,0.230900005,1
LN,2,1,4,0.269300014,1
LN,2,1,5,0.287600011,1
LN,2,1,6,0.267800003,1
LN,2,1,7,0.268599987,1
LN,2,1,8,0.228100002,1
LN,2,1,9,0.214699998,1
LN,2,1,10,0.249500006,1
LN,2,1,11,0.345499992,1
LN,2,1,12,0.351599991,1
LN,2,1,13,0.338999987,1
LN,2,1,14,0.192599997,1
LN,2,1,15,0.245000005,1
LN,2,1,16,0.558000028,1
LN,2,1,17,0.315800011,1
LN,2,1,18,0.293099999,1
LN,2,1,19,0.244499996,1
LN,2,1,20,0.267800003,1
LN,2,1,21,0.270200014,1
LN,2,1,22,0.225500003,1
LN,2,1,23,0.157600001,1
LN,2,1,24,0.225799993,1
LN,2,1,25,0.272799999,1
LN,2,1,26,0.216499999,1
LN,2,1,27,0.290399998,1
LN,2,1,28,0.232600003,1
LN,2,1,29,0.333799988,1
LN,2,1,30,0.248999998,1
LN,2,1,31,0.248799995,1
LN,2,1,32,0.273600012,1
LN,2,1,33,0.229599997,1
LN,2,1,34,0.232899994,1
LN,2,1,35,0.253300011,1
LN,2,1,36,0.255100012,1
LN,2,1,37,0.536300004,1
LN,2,1,38,0.311100006,1
LN,2,1,39,0.39289999,1
LN,2,1,40,0.430799991,1
LN,2,1,41,0.414200008,1
LN,2,1,42,0.445300013,1
LN,2,1,43,0.461899996,1
LN,2,1,44,0.342400014,1
LN,2,1,45,0.34920001,1
LN,2,1,46,0.305400014,1
LN,2,1,47,0.325100005,1
LN,2,1,48,0.346199989,1
LN,3,1,1,0.312099993,1
LN,3,1,2,0.316700011,1
LN,3,1,3,0.216800004,1
LN,3,1,4,0.271800011,1
LN,3,1,5,0.27610001,1
LN,3,1,6,0.257200003,1
LN,3,1,7,0.231700003,1
LN,3,1,8,0.205200002,1
LN,3,1,9,0.198599994,1
LN,3,1,10,0.244100004,1
LN,3,1,11,0.322600007,1
LN,3,1,12,0.284399986,1
LN,3,1,13,0.274599999,1
LN,3,1,14,0.180000007,1
LN,3,1,15,0.198500007,1
LN,3,1,16,0.388200015,1
LN,3,1,17,0.243000001,1
LN,3,1,18,0.265399992,1
LN,3,1,19,0.227200001,1
LN,3,1,20,0.242400005,1
LN,3,1,21,0.253500015,1
LN,3,1,22,0.214599997,1
LN,3,1,23,0.180000007,1
LN,3,1,24,0.209099993,1
LN,3,1,25,0.2597,1
LN,3,1,26,0.239999995,1
LN,3,1,27,0.26699999,1
LN,3,1,28,0.282400012,1
LN,3,1,29,0.328700006,1
LN,3,1,30,0.275000006,1
LN,3,1,31,0.252799988,1
LN,3,1,32,0.3301,1
LN,3,1,33,0.256599993,1
LN,3,1,34,0.250099987,1
LN,3,1,35,0.260600001,1
LN,3,1,36,0.239399999,1
LN,3,1,37,0.534300029,1
LN,3,1,38,0.307300001,1
LN,3,1,39,0.4648,1
LN,3,1,40,0.471100003,1
LN,3,1,41,0.443199992,1
LN,3,1,42,0.497900009,1
LN,3,1,43,0.463200003,1
LN,3,1,44,0.348800004,1
LN,3,1,45,0.384799987,1
LN,3,1,46,0.328999996,1
LN,3,1,47,0.397300005,1
LN,3,1,48,0.373199999,1
LN,4,1,1,0.306566666,1
LN,4,1,2,0.281466668,1
LN,4,1,3,0.216033335,1
LN,4,1,4,0.260833333,1
LN,4,1,5,0.275633335,1
LN,4,1,6,0.247266665,1
LN,4,1,7,0.228,1
LN,4,1,8,0.217466667,1
LN,4,1,9,0.200499997,1
LN,4,1,10,0.240466669,1
LN,4,1,11,0.300866663,1
LN,4,1,12,0.281166663,1
LN,4,1,13,0.313866675,1
LN,4,1,14,0.179100002,1
LN,4,1,15,0.212266669,1
LN,4,1,16,0.421300014,1
LN,4,1,17,0.228166665,1
LN,4,1,18,0.265999993,1
LN,4,1,19,0.208299999,1
LN,4,1,20,0.237600004,1
LN,4,1,21,0.244300003,1
LN,4,1,22,0.2098,1
LN,4,1,23,0.174066668,1
LN,4,1,24,0.204066664,1
LN,4,1,25,0.257633328,1
LN,4,1,26,0.244200001,1
LN,4,1,27,0.356399993,1
LN,4,1,28,0.300600002,1
LN,4,1,29,0.347600003,1
LN,4,1,30,0.283300002,1
LN,4,1,31,0.297666659,1
LN,4,1,32,0.327466667,1
LN,4,1,33,0.298400005,1
LN,4,1,34,0.276300003,1
LN,4,1,35,0.323066672,1
LN,4,1,36,0.298166672,1
LN,4,1,37,0.530466676,1
LN,4,1,38,0.36406667,1
LN,4,1,39,0.466833343,1
LN,4,1,40,0.446033329,1
